     mode         column  outlier_count  outlier_pct           min          max          mean  iqr_outliers  zscore_outliers
   basket           seed              9        25.00  2.026073e+08 2.026073e+09  6.584738e+08             9                0
   basket    realizedAbs              6        16.67  1.283709e+02 2.683804e+02  2.048333e+02             6                0
   basket settlementLegs              6        16.67  7.800000e+01 8.300000e+01  8.050000e+01             6                0
   basket        maxSpot              3         8.33  2.036459e-01 2.241924e-01  2.106000e-01             3                0
   basket       maxCurve              3         8.33  2.355000e-01 2.710000e-01  2.486000e-01             3                0
   basket       role_pnl              0         0.00 -6.503344e+01 6.174071e+01 -1.433600e+00             0                0
   basket wallet_sum_pnl              0         0.00 -4.085621e-14 9.170442e-14  0.000000e+00             0                0
   basket        minSpot              0         0.00  1.139106e-01 1.275448e-01  1.220000e-01             0                0
   basket       minCurve              0         0.00  1.045000e-01 1.150000e-01  1.099000e-01             0                0
   basket         rounds              0         0.00  6.000000e+01 6.000000e+01  6.000000e+01             0                0
   basket      x402Total              0         0.00  0.000000e+00 0.000000e+00  0.000000e+00             0                0
   basket  deniedWorkers              0         0.00  0.000000e+00 0.000000e+00  0.000000e+00             0                0
   spread settlementLegs             12        33.33  7.800000e+01 8.200000e+01  8.058330e+01            12                0
   spread           seed              9        25.00  2.026073e+08 2.026073e+09  6.584738e+08             9                0
   spread       maxCurve              6        16.67  6.788725e+01 7.684950e+01  7.094110e+01             6                0
   spread wallet_sum_pnl              3         8.33 -1.818989e-11 9.436008e-12 -0.000000e+00             3                0
   spread       role_pnl              2         5.56 -1.679742e+04 1.192970e+04 -4.727801e+02             2                0
   spread    realizedAbs              0         0.00  2.712851e+04 7.698328e+04  4.807323e+04             0                0
   spread        minSpot              0         0.00  4.063772e+01 4.429457e+01  4.264970e+01             0                0
   spread        maxSpot              0         0.00  6.105793e+01 6.999766e+01  6.644370e+01             0                0
   spread       minCurve              0         0.00  3.871750e+01 4.144850e+01  4.038880e+01             0                0
   spread         rounds              0         0.00  6.000000e+01 6.000000e+01  6.000000e+01             0                0
   spread      x402Total              0         0.00  0.000000e+00 0.000000e+00  0.000000e+00             0                0
   spread  deniedWorkers              0         0.00  0.000000e+00 0.000000e+00  0.000000e+00             0                0
synthetic           seed              9        25.00  2.026073e+08 2.026073e+09  6.584738e+08             9                0
synthetic wallet_sum_pnl              9        25.00 -1.754152e-14 5.240253e-14  0.000000e+00             9                0
synthetic    realizedAbs              9        25.00  4.598691e+01 1.081292e+02  7.944340e+01             9                0
synthetic       maxCurve              6        16.67  9.450000e-02 1.080000e-01  9.960000e-02             6                0
synthetic        maxSpot              3         8.33  8.145835e-02 8.967695e-02  8.430000e-02             3                0
synthetic       role_pnl              0         0.00 -2.541508e+01 2.351502e+01 -5.123000e-01             0                0
synthetic        minSpot              0         0.00  4.556423e-02 5.101794e-02  4.880000e-02             0                0
synthetic       minCurve              0         0.00  4.200000e-02 4.550000e-02  4.410000e-02             0                0
synthetic         rounds              0         0.00  6.000000e+01 6.000000e+01  6.000000e+01             0                0
synthetic settlementLegs              0         0.00  7.800000e+01 8.300000e+01  8.008330e+01             0                0
synthetic      x402Total              0         0.00  0.000000e+00 0.000000e+00  0.000000e+00             0                0
synthetic  deniedWorkers              0         0.00  0.000000e+00 0.000000e+00  0.000000e+00             0                0
     x402           seed              9        25.00  2.026073e+08 2.026073e+09  6.584738e+08             9                0
     x402 wallet_sum_pnl              9        25.00 -1.754152e-14 5.240253e-14  0.000000e+00             9                0
     x402    realizedAbs              9        25.00  4.598691e+01 1.081292e+02  7.944340e+01             9                0
     x402       maxCurve              6        16.67  9.450000e-02 1.080000e-01  9.960000e-02             6                0
     x402      x402Total              6        16.67  3.150802e+02 4.093151e+02  3.460989e+02             6                0
     x402        maxSpot              3         8.33  8.145835e-02 8.967695e-02  8.430000e-02             3                0
     x402       role_pnl              0         0.00 -2.541508e+01 2.351502e+01 -5.123000e-01             0                0
     x402        minSpot              0         0.00  4.556423e-02 5.101794e-02  4.880000e-02             0                0
     x402       minCurve              0         0.00  4.200000e-02 4.550000e-02  4.410000e-02             0                0
     x402         rounds              0         0.00  6.000000e+01 6.000000e+01  6.000000e+01             0                0
     x402 settlementLegs              0         0.00  7.800000e+01 8.300000e+01  8.008330e+01             0                0
     x402  deniedWorkers              0         0.00  0.000000e+00 0.000000e+00  0.000000e+00             0                0

Saved to out/programmatic-eda/compute-futures-2026-07-31/outliers_by_mode.csv
