mode,column,outlier_count,outlier_pct,min,max,mean,iqr_outliers,zscore_outliers
basket,settlementLegs,15,41.67,79.0,83.0,80.9167,15,0
basket,seed,9,25.0,202608011.0,2026080112.0,658476039.0,9,0
basket,maxCurve,6,16.67,0.239,0.2535,0.2481,6,0
basket,realizedAbs,3,8.33,136.37273965008526,318.3023920525915,192.7491,3,0
basket,role_pnl,0,0.0,-56.397615793984826,51.414450752688765,-0.4923,0,0
basket,wallet_sum_pnl,0,0.0,-2.7089441800853823e-14,5.5233595475101544e-14,0.0,0,0
basket,minSpot,0,0.0,0.1083770066565952,0.1224612976594995,0.1166,0,0
basket,maxSpot,0,0.0,0.1942101308508615,0.2281464399005073,0.2088,0,0
basket,minCurve,0,0.0,0.1065,0.1145,0.1105,0,0
basket,rounds,0,0.0,60.0,60.0,60.0,0,0
basket,x402Total,0,0.0,0.0,0.0,0.0,0,0
basket,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
spread,seed,9,25.0,202608011.0,2026080112.0,658476039.0,9,0
spread,minCurve,3,8.33,36.634,41.1455,39.343,3,0
spread,maxCurve,3,8.33,67.84100000000001,71.95100000000001,70.6505,3,0
spread,role_pnl,0,0.0,-18200.929278973384,14108.755547347286,-669.5647,0,0
spread,wallet_sum_pnl,0,0.0,-1.091393642127514e-11,8.640199666842818e-12,0.0,0,0
spread,realizedAbs,0,0.0,36540.28264832708,62262.74977778264,51838.5796,0,0
spread,minSpot,0,0.0,39.44934769629443,46.10033242305851,43.6045,0,0
spread,maxSpot,0,0.0,60.96600404770153,70.68224218917848,66.1703,0,0
spread,rounds,0,0.0,60.0,60.0,60.0,0,0
spread,settlementLegs,0,0.0,78.0,83.0,80.6667,0,0
spread,x402Total,0,0.0,0.0,0.0,0.0,0,0
spread,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
synthetic,seed,9,25.0,202608011.0,2026080112.0,658476039.0,9,0
synthetic,wallet_sum_pnl,3,8.33,-2.55351295663786e-14,1.3544720900426911e-14,0.0,3,0
synthetic,maxCurve,3,8.33,0.0955,0.1015,0.0993,3,0
synthetic,role_pnl,0,0.0,-23.546355899616504,22.124425957675413,-0.2035,0,0
synthetic,realizedAbs,0,0.0,59.378634435880286,123.07420385545817,75.6293,0,0
synthetic,minSpot,0,0.0,0.043350802662638,0.0489845190637997,0.0466,0,0
synthetic,maxSpot,0,0.0,0.0776840523403446,0.0912585759602029,0.0835,0,0
synthetic,minCurve,0,0.0,0.043,0.046,0.0444,0,0
synthetic,rounds,0,0.0,60.0,60.0,60.0,0,0
synthetic,settlementLegs,0,0.0,78.0,83.0,80.1667,0,0
synthetic,x402Total,0,0.0,0.0,0.0,0.0,0,0
synthetic,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
x402,seed,9,25.0,202608011.0,2026080112.0,658476039.0,9,0
x402,wallet_sum_pnl,3,8.33,-2.55351295663786e-14,1.3544720900426911e-14,0.0,3,0
x402,maxCurve,3,8.33,0.0955,0.1015,0.0993,3,0
x402,role_pnl,0,0.0,-23.546355899616504,22.124425957675413,-0.2035,0,0
x402,realizedAbs,0,0.0,59.378634435880286,123.07420385545817,75.6293,0,0
x402,minSpot,0,0.0,0.043350802662638,0.0489845190637997,0.0466,0,0
x402,maxSpot,0,0.0,0.0776840523403446,0.0912585759602029,0.0835,0,0
x402,minCurve,0,0.0,0.043,0.046,0.0444,0,0
x402,rounds,0,0.0,60.0,60.0,60.0,0,0
x402,settlementLegs,0,0.0,78.0,83.0,80.1667,0,0
x402,x402Total,0,0.0,284.82281624797025,383.4740079882337,339.4708,0,0
x402,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
