seed,mode,live,settlement,spotSource,role,role_pnl,wallet_sum_pnl,realizedAbs,minSpot,maxSpot,minCurve,maxCurve,rounds,settlementLegs,x402Total,deniedWorkers
202609011,"synthetic",false,"cash","synthetic","analyst",4.155099611400619,-8.881784197001252e-15,48.12997675184966,0.049128373459722534,0.09060373193324289,0.0455,0.0995,60,79,0,0
202609011,"synthetic",false,"cash","synthetic","operator",-0.09723616365921095,-8.881784197001252e-15,48.12997675184966,0.049128373459722534,0.09060373193324289,0.0455,0.0995,60,79,0,0
202609011,"synthetic",false,"cash","synthetic","retail",-6.887138804495821,-8.881784197001252e-15,48.12997675184966,0.049128373459722534,0.09060373193324289,0.0455,0.0995,60,79,0,0
202609012,"synthetic",false,"cash","synthetic","analyst",4.160804042336084,4.440892098500626e-15,66.0594456440516,0.04913008609163982,0.08262749941831565,0.0425,0.099,60,78,0,0
202609012,"synthetic",false,"cash","synthetic","operator",1.9328293985498597,4.440892098500626e-15,66.0594456440516,0.04913008609163982,0.08262749941831565,0.0425,0.099,60,78,0,0
202609012,"synthetic",false,"cash","synthetic","retail",-8.254986146472165,4.440892098500626e-15,66.0594456440516,0.04913008609163982,0.08262749941831565,0.0425,0.099,60,78,0,0
202609013,"synthetic",false,"cash","synthetic","analyst",-3.662442640627755,5.773159728050814e-15,52.78399760791618,0.04646458059477421,0.08741755086125122,0.046,0.0995,60,83,0,0
202609013,"synthetic",false,"cash","synthetic","operator",0.20419271162891306,5.773159728050814e-15,52.78399760791618,0.04646458059477421,0.08741755086125122,0.046,0.0995,60,83,0,0
202609013,"synthetic",false,"cash","synthetic","retail",1.302620428441886,5.773159728050814e-15,52.78399760791618,0.04646458059477421,0.08741755086125122,0.046,0.0995,60,83,0,0
202609014,"synthetic",false,"cash","synthetic","analyst",0.6957642869859437,1.3322676295501878e-15,49.534706020844496,0.05113276130824912,0.08295425867646458,0.0455,0.101,60,82,0,0
202609014,"synthetic",false,"cash","synthetic","operator",-7.044885962120877,1.3322676295501878e-15,49.534706020844496,0.05113276130824912,0.08295425867646458,0.0455,0.101,60,82,0,0
202609014,"synthetic",false,"cash","synthetic","retail",5.16434018439622,1.3322676295501878e-15,49.534706020844496,0.05113276130824912,0.08295425867646458,0.0455,0.101,60,82,0,0
202609015,"synthetic",false,"cash","synthetic","analyst",15.191575411705248,-4.6629367034256575e-15,109.64362075564966,0.0460663695471747,0.08199394036879197,0.0445,0.0995,60,82,0,0
202609015,"synthetic",false,"cash","synthetic","operator",10.072094110130557,-4.6629367034256575e-15,109.64362075564966,0.0460663695471747,0.08199394036879197,0.0445,0.0995,60,82,0,0
202609015,"synthetic",false,"cash","synthetic","retail",-25.529427888257487,-4.6629367034256575e-15,109.64362075564966,0.0460663695471747,0.08199394036879197,0.0445,0.0995,60,82,0,0
202609016,"synthetic",false,"cash","synthetic","analyst",10.244953328989263,4.218847493575595e-15,101.20410148631848,0.049217927181609736,0.0864281515916755,0.0425,0.1,60,80,0,0
202609016,"synthetic",false,"cash","synthetic","operator",-1.9090250983294412,4.218847493575595e-15,101.20410148631848,0.049217927181609736,0.0864281515916755,0.0425,0.1,60,80,0,0
