seed,mode,live,settlement,spotSource,role,role_pnl,wallet_sum_pnl,realizedAbs,minSpot,maxSpot,minCurve,maxCurve,rounds,settlementLegs,x402Total,deniedWorkers
202608311,"synthetic",false,"cash","synthetic","analyst",7.75266466737472,-1.912359159916832e-14,88.34621777388344,0.048579782146383484,0.0889270189500478,0.04475,0.095,60,78,0,0
202608311,"synthetic",false,"cash","synthetic","operator",5.076897442431156,-1.912359159916832e-14,88.34621777388344,0.048579782146383484,0.0889270189500478,0.04475,0.095,60,78,0,0
202608311,"synthetic",false,"cash","synthetic","retail",-12.691192762554556,-1.912359159916832e-14,88.34621777388344,0.048579782146383484,0.0889270189500478,0.04475,0.095,60,78,0,0
202608312,"synthetic",false,"cash","synthetic","analyst",8.60738249268855,1.8207657603852567e-14,82.13838402991348,0.05077198110901507,0.08755351719651115,0.043500000000000004,0.096,60,80,0,0
202608312,"synthetic",false,"cash","synthetic","operator",1.5079275984407934,1.8207657603852567e-14,82.13838402991348,0.05077198110901507,0.08755351719651115,0.043500000000000004,0.096,60,80,0,0
202608312,"synthetic",false,"cash","synthetic","retail",-13.324799550406146,1.8207657603852567e-14,82.13838402991348,0.05077198110901507,0.08755351719651115,0.043500000000000004,0.096,60,80,0,0
202608313,"synthetic",false,"cash","synthetic","analyst",8.830309364035312,2.5091040356528538e-14,75.0779873774038,0.050566033797773344,0.08512705660437968,0.0445,0.099,60,81,0,0
202608313,"synthetic",false,"cash","synthetic","operator",0.5234186855867693,2.5091040356528538e-14,75.0779873774038,0.050566033797773344,0.08512705660437968,0.0445,0.099,60,81,0,0
202608313,"synthetic",false,"cash","synthetic","retail",-10.11189796653241,2.5091040356528538e-14,75.0779873774038,0.050566033797773344,0.08512705660437968,0.0445,0.099,60,81,0,0
202608314,"synthetic",false,"cash","synthetic","analyst",13.909983087825685,-4.884981308350689e-15,90.99878206617018,0.04667928206790382,0.0850039493440974,0.044,0.099,60,84,0,0
202608314,"synthetic",false,"cash","synthetic","operator",3.338667494388715,-4.884981308350689e-15,90.99878206617018,0.04667928206790382,0.0850039493440974,0.044,0.099,60,84,0,0
202608314,"synthetic",false,"cash","synthetic","retail",-15.798787976662524,-4.884981308350689e-15,90.99878206617018,0.04667928206790382,0.0850039493440974,0.044,0.099,60,84,0,0
202608315,"synthetic",false,"cash","synthetic","analyst",5.661338709447434,-5.240252676230739e-14,57.63394189373964,0.049996254860859714,0.08395202680221273,0.0455,0.1005,60,83,0,0
202608315,"synthetic",false,"cash","synthetic","operator",-1.6670433120775228,-5.240252676230739e-14,57.63394189373964,0.049996254860859714,0.08395202680221273,0.0455,0.1005,60,83,0,0
202608315,"synthetic",false,"cash","synthetic","retail",-8.007354583771695,-5.240252676230739e-14,57.63394189373964,0.049996254860859714,0.08395202680221273,0.0455,0.1005,60,83,0,0
202608316,"synthetic",false,"cash","synthetic","analyst",16.019552242098218,-2.6201263381153694e-14,73.45529786671158,0.04291080850130802,0.0852284896536131,0.045,0.1,60,78,0,0
202608316,"synthetic",false,"cash","synthetic","operator",0.8157188808594036,-2.6201263381153694e-14,73.45529786671158,0.04291080850130802,0.0852284896536131,0.045,0.1,60,78,0,0
202608316,"synthetic",false,"cash","synthetic","retail",-18.83591098221126,-2.6201263381153694e-14,73.45529786671158,0.04291080850130802,0.0852284896536131,0.045,0.1,60,78,0,0
202608317,"synthetic",false,"cash","synthetic","analyst",12.892608568095145,1.354472090042691e-14,54.155705853722786,0.05171547154210615,0.09309620828203963,0.0445,0.0955,60,78,0,0
202608317,"synthetic",false,"cash","synthetic","operator",-6.082728244126945,1.354472090042691e-14,54.155705853722786,0.05171547154210615,0.09309620828203963,0.0445,0.0955,60,78,0,0
202608317,"synthetic",false,"cash","synthetic","retail",-7.540220091577781,1.354472090042691e-14,54.155705853722786,0.05171547154210615,0.09309620828203963,0.0445,0.0955,60,78,0,0
202608318,"synthetic",false,"cash","synthetic","analyst",10.634287512976188,7.771561172376096e-15,84.2334395737131,0.0507309811106798,0.08628729595201819,0.0445,0.099,60,82,0,0
202608318,"synthetic",false,"cash","synthetic","operator",5.613994379041459,7.771561172376096e-15,84.2334395737131,0.0507309811106798,0.08628729595201819,0.0445,0.099,60,82,0,0
202608318,"synthetic",false,"cash","synthetic","retail",-17.62606969954785,7.771561172376096e-15,84.2334395737131,0.0507309811106798,0.08628729595201819,0.0445,0.099,60,82,0,0
202608319,"synthetic",false,"cash","synthetic","analyst",8.307209275009383,1.021405182655144e-14,56.69178213007031,0.05026443485502066,0.08620829358906901,0.0445,0.1015,60,81,0,0
202608319,"synthetic",false,"cash","synthetic","operator",-3.6626458810674296,1.021405182655144e-14,56.69178213007031,0.05026443485502066,0.08620829358906901,0.0445,0.1015,60,81,0,0
202608319,"synthetic",false,"cash","synthetic","retail",-6.297680977620089,1.021405182655144e-14,56.69178213007031,0.05026443485502066,0.08620829358906901,0.0445,0.1015,60,81,0,0
2026083110,"synthetic",false,"cash","synthetic","analyst",3.269539645439467,-7.993605777301127e-15,63.80859735513788,0.046932630796413265,0.08383578390900615,0.043000000000000003,0.0975,60,80,0,0
2026083110,"synthetic",false,"cash","synthetic","operator",9.254564590744938,-7.993605777301127e-15,63.80859735513788,0.046932630796413265,0.08383578390900615,0.043000000000000003,0.0975,60,80,0,0
2026083110,"synthetic",false,"cash","synthetic","retail",-14.509004708386804,-7.993605777301127e-15,63.80859735513788,0.046932630796413265,0.08383578390900615,0.043000000000000003,0.0975,60,80,0,0
