mode,column,outlier_count,outlier_pct,min,max,mean,iqr_outliers,zscore_outliers
basket,seed,9,25.0,202608221.0,2026082212.0,658476721.5,9,0
basket,wallet_sum_pnl,3,8.33,-1.021405182655144e-13,2.8421709430404014e-14,-0.0,3,0
basket,minSpot,3,8.33,0.110391140327453,0.1332532828660427,0.1204,3,0
basket,role_pnl,1,2.78,-75.25160809174587,49.428285099961165,-0.704,1,0
basket,realizedAbs,0,0.0,96.5459779241591,236.80592142569608,188.6968,0,0
basket,maxSpot,0,0.0,0.1982822206856393,0.2220155486796754,0.2073,0,0
basket,minCurve,0,0.0,0.109,0.1145,0.1121,0,0
basket,maxCurve,0,0.0,0.2385,0.2665,0.2503,0,0
basket,rounds,0,0.0,60.0,60.0,60.0,0,0
basket,settlementLegs,0,0.0,78.0,83.0,80.25,0,0
basket,x402Total,0,0.0,0.0,0.0,0.0,0,0
basket,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
spread,seed,9,25.0,202608221.0,2026082212.0,658476721.5,9,0
spread,realizedAbs,3,8.33,28673.51801231272,96359.42279384288,46371.535,3,0
spread,role_pnl,1,2.78,-24618.39964184684,12873.889347284508,-373.1829,1,0
spread,wallet_sum_pnl,0,0.0,-1.0459189070388676e-11,5.002220859751105e-12,-0.0,0,0
spread,minSpot,0,0.0,39.65445709195976,45.65290740563979,43.2075,0,0
spread,maxSpot,0,0.0,64.50583670107632,69.99744994936505,67.0459,0,0
spread,minCurve,0,0.0,37.2215,40.8825,39.5982,0,0
spread,maxCurve,0,0.0,68.235,72.7465,70.4952,0,0
spread,rounds,0,0.0,60.0,60.0,60.0,0,0
spread,settlementLegs,0,0.0,78.0,83.0,80.75,0,0
spread,x402Total,0,0.0,0.0,0.0,0.0,0,0
spread,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
synthetic,seed,9,25.0,202608221.0,2026082212.0,658476721.5,9,0
synthetic,minSpot,3,8.33,0.0441564561309812,0.0533013131464171,0.0482,3,0
synthetic,role_pnl,0,0.0,-25.68840190183612,17.183630384528875,-0.2995,0,0
synthetic,wallet_sum_pnl,0,0.0,-1.554312234475219e-14,1.1102230246251564e-14,-0.0,0,0
synthetic,realizedAbs,0,0.0,43.10537629146089,96.05171336389353,75.3167,0,0
synthetic,maxSpot,0,0.0,0.0793128882742557,0.0888062194718701,0.0829,0,0
synthetic,minCurve,0,0.0,0.0435,0.046,0.0448,0,0
synthetic,maxCurve,0,0.0,0.0955,0.107,0.1,0,0
synthetic,rounds,0,0.0,60.0,60.0,60.0,0,0
synthetic,settlementLegs,0,0.0,79.0,83.0,80.6667,0,0
synthetic,x402Total,0,0.0,0.0,0.0,0.0,0,0
synthetic,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
x402,seed,9,25.0,202608221.0,2026082212.0,658476721.5,9,0
x402,minSpot,3,8.33,0.0441564561309812,0.0533013131464171,0.0482,3,0
x402,role_pnl,0,0.0,-25.68840190183612,17.183630384528875,-0.2995,0,0
x402,wallet_sum_pnl,0,0.0,-1.554312234475219e-14,1.1102230246251564e-14,-0.0,0,0
x402,realizedAbs,0,0.0,43.10537629146089,96.05171336389353,75.3167,0,0
x402,maxSpot,0,0.0,0.0793128882742557,0.0888062194718701,0.0829,0,0
x402,minCurve,0,0.0,0.0435,0.046,0.0448,0,0
x402,maxCurve,0,0.0,0.0955,0.107,0.1,0,0
x402,rounds,0,0.0,60.0,60.0,60.0,0,0
x402,settlementLegs,0,0.0,79.0,83.0,80.6667,0,0
x402,x402Total,0,0.0,273.19623567480767,395.9253342837595,345.9918,0,0
x402,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
