mode,column,outlier_count,outlier_pct,min,max,mean,iqr_outliers,zscore_outliers
basket,seed,9,25.0,202607271.0,2026072712.0,658473634.0,9,0
basket,wallet_sum_pnl,3,8.33,-3.1974423109204515e-14,4.8405723873656825e-14,0.0,3,0
basket,maxSpot,3,8.33,0.2319663872970584,0.2707408024822631,0.2483,3,0
basket,role_pnl,0,0.0,-86.92791804482155,74.91487635232748,-0.6026,0,0
basket,realizedAbs,0,0.0,169.28556275075695,416.8981970620079,263.5159,0,0
basket,minSpot,0,0.0,0.130560449019992,0.1521349998228857,0.1405,0,0
basket,minCurve,0,0.0,0.121,0.1345,0.1279,0,0
basket,maxCurve,0,0.0,0.2725,0.299,0.2855,0,0
basket,rounds,0,0.0,60.0,60.0,60.0,0,0
basket,settlementLegs,0,0.0,77.0,83.0,79.1667,0,0
basket,x402Total,0,0.0,0.0,0.0,0.0,0,0
basket,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
spread,seed,9,25.0,202607271.0,2026072712.0,658473634.0,9,0
spread,settlementLegs,6,16.67,76.0,83.0,80.4167,6,0
spread,wallet_sum_pnl,3,8.33,-5.8264504332328215e-12,3.183231456205249e-11,0.0,3,0
spread,role_pnl,0,0.0,-28503.83087299203,16397.957441734186,-519.1453,0,0
spread,realizedAbs,0,0.0,38499.04873366237,77755.72086943817,54997.0551,0,0
spread,minSpot,0,0.0,40.058886478607775,46.04979815693338,43.2509,0,0
spread,maxSpot,0,0.0,61.86901479745028,71.92640042342204,66.1035,0,0
spread,minCurve,0,0.0,38.7845,41.5005,40.0815,0,0
spread,maxCurve,0,0.0,67.3195,73.54,70.7514,0,0
spread,rounds,0,0.0,60.0,60.0,60.0,0,0
spread,x402Total,0,0.0,0.0,0.0,0.0,0,0
spread,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
synthetic,seed,9,25.0,202607271.0,2026072712.0,658473634.0,9,0
synthetic,maxSpot,3,8.33,0.0799884094127788,0.0933588974076769,0.0856,3,0
synthetic,role_pnl,0,0.0,-29.74148402287462,26.38685789506965,-0.5049,0,0
synthetic,wallet_sum_pnl,0,0.0,-1.3211653993039364e-14,2.159383782895929e-14,0.0,0,0
synthetic,realizedAbs,0,0.0,57.52718247559831,139.64884911827883,88.2191,0,0
synthetic,minSpot,0,0.0,0.0450208444896524,0.0524603447665123,0.0484,0,0
synthetic,minCurve,0,0.0,0.042,0.0465,0.0442,0,0
synthetic,maxCurve,0,0.0,0.094,0.103,0.0986,0,0
synthetic,rounds,0,0.0,60.0,60.0,60.0,0,0
synthetic,settlementLegs,0,0.0,75.0,84.0,79.5833,0,0
synthetic,x402Total,0,0.0,0.0,0.0,0.0,0,0
synthetic,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
x402,seed,9,25.0,202607271.0,2026072712.0,658473634.0,9,0
x402,maxSpot,3,8.33,0.0799884094127788,0.0933588974076769,0.0856,3,0
x402,role_pnl,0,0.0,-29.74148402287462,26.38685789506965,-0.5049,0,0
x402,wallet_sum_pnl,0,0.0,-1.3211653993039364e-14,2.159383782895929e-14,0.0,0,0
x402,realizedAbs,0,0.0,57.52718247559831,139.64884911827883,88.2191,0,0
x402,minSpot,0,0.0,0.0450208444896524,0.0524603447665123,0.0484,0,0
x402,minCurve,0,0.0,0.042,0.0465,0.0442,0,0
x402,maxCurve,0,0.0,0.094,0.103,0.0986,0,0
x402,rounds,0,0.0,60.0,60.0,60.0,0,0
x402,settlementLegs,0,0.0,75.0,84.0,79.5833,0,0
x402,x402Total,0,0.0,308.1098622287762,371.6606583143189,339.6826,0,0
x402,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
