mode,column,outlier_count,outlier_pct,min,max,mean,iqr_outliers,zscore_outliers
basket,seed,9,25.0,202608251.0,2026082512.0,658476819.0,9,0
basket,realizedAbs,9,25.0,145.12367430822468,339.0331501780846,226.2739,9,0
basket,maxSpot,3,8.33,0.2058791790954585,0.2254860103622723,0.2134,3,0
basket,role_pnl,0,0.0,-90.07641596968732,60.19214556329086,-1.2739,0,0
basket,wallet_sum_pnl,0,0.0,-4.1744385725905886e-14,5.329070518200752e-14,0.0,0,0
basket,minSpot,0,0.0,0.1152736586322319,0.125547939245313,0.1214,0,0
basket,minCurve,0,0.0,0.103,0.115,0.1099,0,0
basket,maxCurve,0,0.0,0.237,0.263,0.2468,0,0
basket,rounds,0,0.0,60.0,60.0,60.0,0,0
basket,settlementLegs,0,0.0,78.0,83.0,80.0833,0,0
basket,x402Total,0,0.0,0.0,0.0,0.0,0,0
basket,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
spread,seed,9,25.0,202608251.0,2026082512.0,658476819.0,9,0
spread,realizedAbs,3,8.33,29592.49493580624,76887.63277076757,47866.6159,3,0
spread,maxCurve,3,8.33,69.2385,76.6765,71.0576,3,0
spread,role_pnl,1,2.78,-25259.62557541621,13898.497487004906,-461.3079,1,0
spread,wallet_sum_pnl,0,0.0,-8.640199666842818e-12,8.185452315956354e-12,-0.0,0,0
spread,minSpot,0,0.0,39.73046891983852,43.79700215003684,42.1645,0,0
spread,maxSpot,0,0.0,58.96289702416205,69.93621711788191,65.3752,0,0
spread,minCurve,0,0.0,38.0575,40.7585,39.6314,0,0
spread,rounds,0,0.0,60.0,60.0,60.0,0,0
spread,settlementLegs,0,0.0,78.0,83.0,80.9167,0,0
spread,x402Total,0,0.0,0.0,0.0,0.0,0,0
spread,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
synthetic,realizedAbs,12,33.33,53.66882384100002,131.0915264909828,88.8562,12,0
synthetic,seed,9,25.0,202608251.0,2026082512.0,658476819.0,9,0
synthetic,maxSpot,3,8.33,0.0823516716381834,0.0901944041449089,0.0854,3,0
synthetic,role_pnl,0,0.0,-33.95708257335199,24.848593436262107,-0.5704,0,0
synthetic,wallet_sum_pnl,0,0.0,-2.042810365310288e-14,2.753353101070388e-14,0.0,0,0
synthetic,minSpot,0,0.0,0.0461094634528927,0.0502191756981252,0.0486,0,0
synthetic,minCurve,0,0.0,0.0415,0.046,0.0433,0,0
synthetic,maxCurve,0,0.0,0.095,0.1055,0.0988,0,0
synthetic,rounds,0,0.0,60.0,60.0,60.0,0,0
synthetic,settlementLegs,0,0.0,77.0,83.0,80.6667,0,0
synthetic,x402Total,0,0.0,0.0,0.0,0.0,0,0
synthetic,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
x402,realizedAbs,12,33.33,53.66882384100002,131.0915264909828,88.8562,12,0
x402,seed,9,25.0,202608251.0,2026082512.0,658476819.0,9,0
x402,maxSpot,3,8.33,0.0823516716381834,0.0901944041449089,0.0854,3,0
x402,role_pnl,0,0.0,-33.95708257335199,24.848593436262107,-0.5704,0,0
x402,wallet_sum_pnl,0,0.0,-2.042810365310288e-14,2.753353101070388e-14,0.0,0,0
x402,minSpot,0,0.0,0.0461094634528927,0.0502191756981252,0.0486,0,0
x402,minCurve,0,0.0,0.0415,0.046,0.0433,0,0
x402,maxCurve,0,0.0,0.095,0.1055,0.0988,0,0
x402,rounds,0,0.0,60.0,60.0,60.0,0,0
x402,settlementLegs,0,0.0,77.0,83.0,80.6667,0,0
x402,x402Total,0,0.0,274.418818176354,362.62241462740405,326.7319,0,0
x402,deniedWorkers,0,0.0,0.0,0.0,0.0,0,0
