,mode,count,mean,std,min,5%,25%,50%,75%,95%,max,skew,kurt
seed,basket,36.0,658473146.5,800783430.5458937,202607121.0,202607121.0,202607123.75,202607126.5,658473149.25,2026071212.0,2026071212.0,1.206,-0.582
role_pnl,basket,36.0,-0.24629810855720613,32.73355300992581,-69.59096155178929,-51.030757025955516,-29.048153881380266,10.615529803614935,20.58870940211042,47.67815957746177,57.85542110484055,-0.366,-0.72
wallet_sum_pnl,basket,36.0,3.3861802251067267e-15,1.9689203583514275e-14,-2.3536728122053322e-14,-2.3536728122053322e-14,-1.2448375663609568e-14,3.3306690738754696e-15,1.9539925233402758e-14,3.26405569239796e-14,3.26405569239796e-14,0.029,-1.309
realizedAbs,basket,36.0,191.2184334129197,54.34764061071561,101.58403435742623,101.58403435742623,144.40998306984753,197.52899177887696,236.7202726056011,270.35593269649144,270.35593269649144,-0.085,-1.182
minSpot,basket,36.0,0.11625701042993503,0.0053609349236973846,0.1081470075025757,0.1081470075025757,0.11205862371312544,0.1162238245865011,0.1209256859359194,0.1236766359653156,0.1236766359653156,0.037,-1.434
maxSpot,basket,36.0,0.20153362149998888,0.008045140684601357,0.1923103257101297,0.1923103257101297,0.197056015959782,0.1980304539974112,0.20586784277416142,0.2204653551826254,0.2204653551826254,1.112,0.464
minCurve,basket,36.0,0.10660416666666667,0.0024959789090226157,0.1025,0.1025,0.1045,0.1075,0.108125,0.11,0.11,-0.263,-1.223
maxCurve,basket,36.0,0.23862500000000006,0.007612372447910985,0.2255,0.2255,0.234875,0.23775,0.24162499999999998,0.2565,0.2565,0.633,0.968
rounds,basket,36.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0
settlementLegs,basket,36.0,79.91666666666667,1.8727367292662511,77.0,77.0,78.0,80.0,81.25,83.0,83.0,0.045,-1.254
x402Total,basket,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deniedWorkers,basket,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seed,spread,36.0,658473146.5,800783430.5458937,202607121.0,202607121.0,202607123.75,202607126.5,658473149.25,2026071212.0,2026071212.0,1.206,-0.582
role_pnl,spread,36.0,-724.2097342372016,8977.153577534378,-21887.16983417619,-16896.381443015678,-5518.562418121142,912.2947758522785,6027.531200405592,9142.799004989203,15417.044809781491,-0.774,0.012
wallet_sum_pnl,spread,36.0,-1.1795009413617663e-12,4.004142349642315e-12,-5.9117155615240335e-12,-5.9117155615240335e-12,-3.751665644813329e-12,-1.5916157281026246e-12,5.6843418860807964e-14,8.185452315956354e-12,8.185452315956354e-12,0.915,0.512
realizedAbs,spread,36.0,52050.51582816057,12665.133625832765,28041.29082363406,28041.29082363406,44426.59738029218,51431.65748390522,61148.865248212416,72470.25137595323,72470.25137595323,-0.109,-0.76
minSpot,spread,36.0,43.11931511976712,1.876820318002419,38.92067578604963,38.92067578604963,42.39722022864453,43.05210985100159,44.119686442589696,46.22526977920506,46.22526977920506,-0.526,0.386
maxSpot,spread,36.0,65.92092732402342,3.0540243165897207,62.35956700493564,62.35956700493564,63.16382873499758,65.7225951399007,67.72163208203392,71.46560314045122,71.46560314045122,0.647,-0.753
minCurve,spread,36.0,39.62404166666666,0.7391865449359089,38.299,38.299,39.26525,39.50025,40.02725,40.941,40.941,0.242,-0.328
maxCurve,spread,36.0,70.77814583333333,1.1700204964245597,69.3245,69.3245,70.116625,70.6945,71.24175,73.839,73.839,1.251,2.039
rounds,spread,36.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0
settlementLegs,spread,36.0,79.75,1.857417562100671,76.0,76.0,79.0,80.0,80.25,84.0,84.0,0.303,1.335
x402Total,spread,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deniedWorkers,spread,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seed,synthetic,36.0,658473146.5,800783430.5458937,202607121.0,202607121.0,202607123.75,202607126.5,658473149.25,2026071212.0,2026071212.0,1.206,-0.582
role_pnl,synthetic,36.0,-0.14998743241204485,12.523205129962106,-28.5557127399711,-20.201554419527028,-10.410879008881667,3.2821423423084717,7.747689762425083,18.286984538600393,23.51824839350532,-0.411,-0.365
wallet_sum_pnl,synthetic,36.0,-5.127842594987442e-15,1.4641524651422104e-14,-3.7969627442180354e-14,-3.7969627442180354e-14,-1.298960938811433e-14,-6.5503158452884236e-15,5.162537064506978e-15,1.9789725413943412e-14,1.9789725413943412e-14,-0.515,0.397
realizedAbs,synthetic,36.0,78.6563525129913,22.10012245417101,45.204170703058594,45.204170703058594,57.743215646335514,81.52354087283858,92.84293583754518,111.84517386772907,111.84517386772907,-0.021,-1.273
minSpot,synthetic,36.0,0.048440421012472895,0.0022337228848739238,0.0450612531260732,0.0450612531260732,0.04669109321380225,0.048426593577708746,0.05038570247329975,0.0515319316522148,0.0515319316522148,0.037,-1.434
maxSpot,synthetic,36.0,0.083972342291662,0.003352141951917231,0.0801293023792207,0.0801293023792207,0.0821066733165758,0.08251268916558795,0.0857782678225672,0.0918605646594272,0.0918605646594272,1.112,0.464
minCurve,synthetic,36.0,0.044562500000000005,0.0010862369512614244,0.0425,0.0425,0.0439375,0.045,0.045125,0.046,0.046,-0.452,-0.779
maxCurve,synthetic,36.0,0.09958333333333336,0.003138470965295042,0.094,0.094,0.098,0.0995,0.10075,0.107,0.107,0.592,1.154
rounds,synthetic,36.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0
settlementLegs,synthetic,36.0,80.16666666666667,1.1588171308956141,78.0,78.0,79.75,80.0,81.0,82.0,82.0,0.006,-0.493
x402Total,synthetic,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deniedWorkers,synthetic,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seed,x402,36.0,658473146.5,800783430.5458937,202607121.0,202607121.0,202607123.75,202607126.5,658473149.25,2026071212.0,2026071212.0,1.206,-0.582
role_pnl,x402,36.0,-0.14998743241204485,12.523205129962106,-28.5557127399711,-20.201554419527028,-10.410879008881667,3.2821423423084717,7.747689762425083,18.286984538600393,23.51824839350532,-0.411,-0.365
wallet_sum_pnl,x402,36.0,-5.127842594987442e-15,1.4641524651422104e-14,-3.7969627442180354e-14,-3.7969627442180354e-14,-1.298960938811433e-14,-6.5503158452884236e-15,5.162537064506978e-15,1.9789725413943412e-14,1.9789725413943412e-14,-0.515,0.397
realizedAbs,x402,36.0,78.6563525129913,22.10012245417101,45.204170703058594,45.204170703058594,57.743215646335514,81.52354087283858,92.84293583754518,111.84517386772907,111.84517386772907,-0.021,-1.273
minSpot,x402,36.0,0.048440421012472895,0.0022337228848739238,0.0450612531260732,0.0450612531260732,0.04669109321380225,0.048426593577708746,0.05038570247329975,0.0515319316522148,0.0515319316522148,0.037,-1.434
maxSpot,x402,36.0,0.083972342291662,0.003352141951917231,0.0801293023792207,0.0801293023792207,0.0821066733165758,0.08251268916558795,0.0857782678225672,0.0918605646594272,0.0918605646594272,1.112,0.464
minCurve,x402,36.0,0.044562500000000005,0.0010862369512614244,0.0425,0.0425,0.0439375,0.045,0.045125,0.046,0.046,-0.452,-0.779
maxCurve,x402,36.0,0.09958333333333336,0.003138470965295042,0.094,0.094,0.098,0.0995,0.10075,0.107,0.107,0.592,1.154
rounds,x402,36.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0
settlementLegs,x402,36.0,80.16666666666667,1.1588171308956141,78.0,78.0,79.75,80.0,81.0,82.0,82.0,0.006,-0.493
x402Total,x402,36.0,335.0400694477067,25.018041028337926,301.2439794663687,301.2439794663687,311.16770615143906,334.83243422273165,356.1804449698113,378.3291187653201,378.3291187653201,0.067,-1.212
deniedWorkers,x402,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
