,mode,count,mean,std,min,5%,25%,50%,75%,95%,max,skew,kurt
role_pnl,synthetic,36.0,-0.030324571865731096,10.567115330386352,-33.61998432975283,-19.421494924324154,-4.83877593213775,1.503838202168179,5.9880561152735625,13.751041326657031,21.25063096057368,-0.955,2.033
wallet_sum_pnl,synthetic,36.0,5.5511151231257654e-17,1.2089937685166483e-14,-1.9428902930940243e-14,-1.9428902930940243e-14,-7.327471962526033e-15,-3.3584246494910985e-15,8.03523914072457e-15,2.8199664825478976e-14,2.8199664825478976e-14,0.753,0.601
realizedAbs,synthetic,36.0,78.35272461907982,21.50460055706889,39.17579071493122,39.17579071493122,69.26469697146442,80.43592939867739,93.58366539416922,117.45215280568851,117.45215280568851,-0.241,-0.433
minSpot,synthetic,36.0,0.04731684992938659,0.001745266160095149,0.0437333852347635,0.0437333852347635,0.04641503289999123,0.047443154729952294,0.04807341451126923,0.0500656847359166,0.0500656847359166,-0.238,-0.112
maxSpot,synthetic,36.0,0.08297215164469662,0.0022940422977147856,0.0791139494496044,0.0791139494496044,0.08173670258246928,0.0826327818917722,0.08367572967895603,0.0887763182434865,0.0887763182434865,0.997,1.824
minCurve,synthetic,36.0,0.044,0.0009486832980505134,0.042,0.042,0.043375,0.04425,0.0445,0.0455,0.0455,-0.558,-0.213
maxCurve,synthetic,36.0,0.09733333333333333,0.002232871309707367,0.0915,0.0915,0.097,0.098,0.098625,0.0995,0.0995,-1.546,1.855
rounds,synthetic,36.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0
settlementLegs,synthetic,36.0,79.25,2.2344702152539746,76.0,76.0,77.0,79.0,81.25,82.0,82.0,0.009,-1.708
x402Total,synthetic,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deniedWorkers,synthetic,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seed,x402,36.0,658473049.0,800783311.9740348,202607091.0,202607091.0,202607093.75,202607096.5,658473051.75,2026070912.0,2026070912.0,1.206,-0.582
role_pnl,x402,36.0,-0.030324571865731096,10.567115330386352,-33.61998432975283,-19.421494924324154,-4.83877593213775,1.503838202168179,5.9880561152735625,13.751041326657031,21.25063096057368,-0.955,2.033
wallet_sum_pnl,x402,36.0,5.5511151231257654e-17,1.2089937685166483e-14,-1.9428902930940243e-14,-1.9428902930940243e-14,-7.327471962526033e-15,-3.3584246494910985e-15,8.03523914072457e-15,2.8199664825478976e-14,2.8199664825478976e-14,0.753,0.601
realizedAbs,x402,36.0,78.35272461907982,21.50460055706889,39.17579071493122,39.17579071493122,69.26469697146442,80.43592939867739,93.58366539416922,117.45215280568851,117.45215280568851,-0.241,-0.433
minSpot,x402,36.0,0.04731684992938659,0.001745266160095149,0.0437333852347635,0.0437333852347635,0.04641503289999123,0.047443154729952294,0.04807341451126923,0.0500656847359166,0.0500656847359166,-0.238,-0.112
maxSpot,x402,36.0,0.08297215164469662,0.0022940422977147856,0.0791139494496044,0.0791139494496044,0.08173670258246928,0.0826327818917722,0.08367572967895603,0.0887763182434865,0.0887763182434865,0.997,1.824
minCurve,x402,36.0,0.044,0.0009486832980505134,0.042,0.042,0.043375,0.04425,0.0445,0.0455,0.0455,-0.558,-0.213
maxCurve,x402,36.0,0.09733333333333333,0.002232871309707367,0.0915,0.0915,0.097,0.098,0.098625,0.0995,0.0995,-1.546,1.855
rounds,x402,36.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0
settlementLegs,x402,36.0,79.25,2.2344702152539746,76.0,76.0,77.0,79.0,81.25,82.0,82.0,0.009,-1.708
x402Total,x402,36.0,315.6834664289661,25.274683252326206,282.5126011255886,282.5126011255886,303.7633338229416,312.6157408826317,318.548081773891,386.87259273122606,386.87259273122606,1.76,3.521
deniedWorkers,x402,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
