,mode,count,mean,std,min,5%,25%,50%,75%,95%,max,skew,kurt
seed,basket,36.0,658473049.0,800783311.9740348,202607091.0,202607091.0,202607093.75,202607096.5,658473051.75,2026070912.0,2026070912.0,1.206,-0.582
role_pnl,basket,36.0,-0.8158768250571561,27.323264526580427,-85.93815275652724,-48.679822009634364,-15.252514715339911,3.6791034279335113,15.22284852344008,35.37592618807129,53.09579389470818,-0.86,1.64
wallet_sum_pnl,basket,36.0,-1.5783670666754308e-14,1.76902315030527e-14,-4.796163466380676e-14,-4.796163466380676e-14,-2.353672812205332e-14,-8.43769498715119e-15,-2.997602166487923e-15,5.8841820305133305e-15,5.8841820305133305e-15,-0.816,-0.73
realizedAbs,basket,36.0,193.92290397087424,51.40313180435041,108.3551124187895,108.3551124187895,164.15360934746622,197.6770239597693,231.11613936546308,287.3585139886481,287.3585139886481,-0.118,-0.637
minSpot,basket,36.0,0.11356043983052783,0.004188638784228344,0.1049601245634324,0.1049601245634324,0.11139607895997908,0.11386357135188555,0.11537619482704616,0.1201576433661998,0.1201576433661998,-0.238,-0.112
maxSpot,basket,36.0,0.19913316394727193,0.00550570151451548,0.1898734786790507,0.1898734786790507,0.1961680861979263,0.19831867654025342,0.20082175122949444,0.2130631637843677,0.2130631637843677,0.997,1.824
minCurve,basket,36.0,0.10491666666666666,0.002303723693749502,0.1005,0.1005,0.103375,0.1055,0.10675,0.1075,0.1075,-0.577,-0.83
maxCurve,basket,36.0,0.23295833333333332,0.005356404711051188,0.219,0.219,0.231875,0.2345,0.23612499999999997,0.239,0.239,-1.514,1.827
rounds,basket,36.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0
settlementLegs,basket,36.0,79.33333333333333,1.8670067717376622,77.0,77.0,78.0,79.0,80.25,83.0,83.0,0.57,-0.694
x402Total,basket,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deniedWorkers,basket,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seed,spread,36.0,658473049.0,800783311.9740348,202607091.0,202607091.0,202607093.75,202607096.5,658473051.75,2026070912.0,2026070912.0,1.206,-0.582
role_pnl,spread,36.0,-740.3016077883842,9544.788995153069,-18426.75480769312,-17513.904175365737,-7492.218309993748,1073.2938123192307,7625.034103276082,12577.455777976786,14132.65514560641,-0.353,-0.987
wallet_sum_pnl,spread,36.0,3.3158661002138007e-13,6.412604241596137e-12,-9.549694368615746e-12,-9.549694368615746e-12,-4.888534022029489e-12,9.663381206337365e-13,5.286437954055145e-12,1.0686562745831908e-11,1.0686562745831908e-11,0.045,-1.297
realizedAbs,spread,36.0,47894.97240640845,10976.897660677494,35358.915013898826,35358.915013898826,41529.391999330925,44095.219101314906,50823.8061310123,69625.00279240802,69625.00279240802,1.079,-0.003
minSpot,spread,36.0,41.82419852363411,1.564587886255448,38.964244442023656,38.964244442023656,40.98264781921921,41.56206403484014,42.72568141503946,44.60496867095834,44.60496867095834,0.003,-0.494
maxSpot,spread,36.0,66.09885451148284,2.4530293400754326,63.03361227198809,63.03361227198809,63.967444647777896,66.13887687802102,67.52164214997244,71.66383466546749,71.66383466546749,0.665,0.148
minCurve,spread,36.0,39.266895833333336,1.1532533614193368,36.6755,36.6755,38.7034375,39.2485,40.0385,41.339,41.339,-0.463,0.58
maxCurve,spread,36.0,70.45929166666664,2.0417006824668786,67.225,67.225,68.8955,70.4115,71.3225,75.011,75.011,0.567,0.229
rounds,spread,36.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0
settlementLegs,spread,36.0,81.08333333333333,1.6278820596099706,78.0,78.0,80.0,81.5,82.25,83.0,83.0,-0.394,-1.016
x402Total,spread,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deniedWorkers,spread,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seed,synthetic,36.0,658473049.0,800783311.9740348,202607091.0,202607091.0,202607093.75,202607096.5,658473051.75,2026070912.0,2026070912.0,1.206,-0.582
