seed,mode,live,settlement,spotSource,role,role_pnl,wallet_sum_pnl,realizedAbs,minSpot,maxSpot,minCurve,maxCurve,rounds,settlementLegs,x402Total,deniedWorkers
202606081,synthetic,false,cash,synthetic,analyst,-3.303950833048498,1.2323475573339238e-14,54.64230159649965,0.04652011913880642,0.08695009883782351,0.0445,0.0975,60,78,0,0
202606081,synthetic,false,cash,synthetic,operator,1.834744936403343,1.2323475573339238e-14,54.64230159649965,0.04652011913880642,0.08695009883782351,0.0445,0.0975,60,78,0,0
202606081,synthetic,false,cash,synthetic,retail,1.9350425688965194,1.2323475573339238e-14,54.64230159649965,0.04652011913880642,0.08695009883782351,0.0445,0.0975,60,78,0,0
202606082,synthetic,false,cash,synthetic,analyst,6.0430589652576,1.1102230246251565e-16,44.95675619504891,0.04713232578158609,0.08715538860618534,0.043000000000000003,0.0995,60,81,0,0
202606082,synthetic,false,cash,synthetic,operator,1.712974410716539,1.1102230246251565e-16,44.95675619504891,0.04713232578158609,0.08715538860618534,0.043000000000000003,0.0995,60,81,0,0
202606082,synthetic,false,cash,synthetic,retail,-6.766935264570563,1.1102230246251565e-16,44.95675619504891,0.04713232578158609,0.08715538860618534,0.043000000000000003,0.0995,60,81,0,0
202606083,synthetic,false,cash,synthetic,analyst,16.573582925365084,-1.1324274851176597e-14,80.26271121280486,0.04788740203143232,0.08397027838384458,0.0455,0.099,60,81,0,0
202606083,synthetic,false,cash,synthetic,operator,-4.708884757331019,-1.1324274851176597e-14,80.26271121280486,0.04788740203143232,0.08397027838384458,0.0455,0.099,60,81,0,0
202606083,synthetic,false,cash,synthetic,retail,-10.731719056349327,-1.1324274851176597e-14,80.26271121280486,0.04788740203143232,0.08397027838384458,0.0455,0.099,60,81,0,0
202606084,synthetic,false,cash,synthetic,analyst,2.563167439120363,-1.1102230246251565e-15,105.33421982692283,0.050202991580866975,0.08759123110285098,0.0445,0.0975,60,81,0,0
202606084,synthetic,false,cash,synthetic,operator,-14.389907760772239,-1.1102230246251565e-15,105.33421982692283,0.050202991580866975,0.08759123110285098,0.0445,0.0975,60,81,0,0
202606084,synthetic,false,cash,synthetic,retail,13.319651679025098,-1.1102230246251565e-15,105.33421982692283,0.050202991580866975,0.08759123110285098,0.0445,0.0975,60,81,0,0
202606085,synthetic,false,cash,synthetic,analyst,-0.4979613484280596,-1.021405182655144e-14,55.02715911176814,0.051250213835851,0.08681403224919462,0.046,0.097,60,80,0,0
202606085,synthetic,false,cash,synthetic,operator,4.778563112953994,-1.021405182655144e-14,55.02715911176814,0.051250213835851,0.08681403224919462,0.046,0.097,60,80,0,0
202606085,synthetic,false,cash,synthetic,retail,-8.113607159500342,-1.021405182655144e-14,55.02715911176814,0.051250213835851,0.08681403224919462,0.046,0.097,60,80,0,0
202606086,synthetic,false,cash,synthetic,analyst,9.599988769064216,-2.220446049250313e-15,108.78397797655276,0.04961078340770363,0.08092271731939013,0.045,0.099,60,82,0,0
